id,external_id,customer_id,company_id,tenant_id,company_tier,title,status,status_detail,priority,channel,label,assigned_agent_id,assigned_agent_name,first_response_time_mins,resolution_time_mins,message_count,is_escalated,created_at,updated_at,resolved_at
b6d1bfd5-aa19-4182-8fcb-f5e3eaf111b0,ext_b6d1bfd5,546697c9-352b-499c-8ac0-7bb3295e7568,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,Custom fields on customer objects,done,created,normal,slack,onboarding,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,96,1622,15,False,2026-05-23T08:37:54Z,2026-05-26T21:18:41Z,2026-05-24T11:39:54Z
4e482d28-3bf5-4b6a-982d-10811b8f74ff,ext_4e482d28,c8df8b76-8ce7-4829-8e6a-eb7ed610a8e8,eac4924a-7d64-47ad-9cb1-123d399b4d06,5d3a6b80-78bf-4102-bb74-281be4764ac8,pro,Thread assignment not working,done,,normal,email,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,102,3850,20,False,2026-04-05T02:41:14Z,2026-05-27T08:04:45Z,2026-04-07T18:51:14Z
1d6e5197-12db-4169-9a8e-f4bc94e3b26e,ext_1d6e5197,24d138c4-595d-4fe8-853a-3d113787efc3,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,SDK types out of date,todo,created,normal,email,onboarding,88ba3860-2f8e-49d2-9892-95082a59ce61,Tom Walker,,,10,False,2026-04-12T20:46:15Z,2026-05-27T21:16:15Z,
6fd139a9-573e-4a94-919d-d969bca54328,ext_6fd139a9,6236f52a-1357-406a-847b-d3024a0a7f1e,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,OAuth token expiring too fast,done,replied_to,normal,slack,billing,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,90,1456,11,False,2026-05-26T10:52:59Z,2026-05-19T18:51:58Z,2026-05-27T11:08:59Z
41427bf5-e65b-49ca-949a-aa67a7e305bc,ext_41427bf5,39695062-328f-49c7-9e21-3262b5ca4258,cde2f44d-ce1b-4d35-babc-4110dd9341ac,ccaf7a3f-5231-4dec-8cca-dd7f5a00d9d9,starter,SLA config for enterprise tier,done,created,normal,chat,bug,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,214,3850,8,False,2026-05-26T03:04:18Z,2026-05-30T11:15:35Z,2026-05-28T19:14:18Z
61d50878-9a84-47e2-b579-7b3e19b612b1,ext_61d50878,24d138c4-595d-4fe8-853a-3d113787efc3,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,SSO setup for enterprise workspace,done,created,normal,email,,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,280,3652,18,False,2026-04-17T13:37:25Z,2026-05-25T18:00:09Z,2026-04-20T02:29:25Z
cd8c5200-9da5-49bc-ba24-f95a288787ea,ext_cd8c5200,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,Feature request: bulk thread export,todo,replied_to,low,slack,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,,,23,False,2026-05-11T11:12:24Z,2026-05-25T18:27:39Z,
afe3831f-960f-43e5-b3e4-86b63a9c146f,ext_afe3831f,fcc2c565-3e0f-46d8-ba0b-34ced0950a34,1c233e24-18aa-4dad-b06a-b633020b42a1,c203726c-f5f6-4846-9854-d57e783a0f3b,pro,OAuth token expiring too fast,todo,in_progress,normal,email,feature_request,8581336f-1bcd-4725-8999-003a886ca42f,James O'Brien,,,5,False,2026-05-20T12:58:40Z,2026-05-14T17:52:45Z,
129046f7-38f1-4ac8-8743-3674068271c7,ext_129046f7,3c7fc75c-f28a-44cd-aee4-ea69f67e7c49,cde2f44d-ce1b-4d35-babc-4110dd9341ac,f050ccc2-4010-4a01-acdf-6e854a720a8a,starter,Priority escalation not triggering,todo,replied_to,normal,email,security,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,,,21,False,2026-04-09T12:41:06Z,2026-05-25T00:48:41Z,
51b3773f-18b9-412f-8227-a90c60549ca4,ext_51b3773f,4f39b891-07d1-4c27-a7b8-1a50145f624d,a755e948-e657-4b5a-ad89-6a24a010c102,67422661-6f3d-43e2-9578-bc52a1fe82c1,enterprise,AI suggested replies quality feedback,done,in_progress,normal,slack,feature_request,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,299,309,18,False,2026-05-02T05:35:53Z,2026-05-09T09:10:26Z,2026-05-02T10:44:53Z
2703a836-c1c8-4ffe-8dca-0a2c338e512c,ext_2703a836,a15d2828-a242-46ae-85c3-f7037eb47ca8,68eee4d1-77a8-4911-895c-2511ae79a123,14801632-2ab2-4270-bbdf-6b29334b8ecb,free,Billing invoice discrepancy,done,created,normal,email,,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,351,3473,1,False,2026-03-25T08:07:32Z,2026-05-13T02:01:30Z,2026-03-27T18:00:32Z
7c83b755-33d1-4e9c-bdd2-c9dda7c4563d,ext_7c83b755,698c1e04-aa48-4fa6-a0b6-307da33607ca,8c25d505-c61d-42b2-a767-bb383d1c7155,f0a84c4a-ee0f-4de8-99f7-b7126b4a4804,starter,Thread assignment not working,done,created,high,api,general,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,142,906,22,False,2026-05-20T08:42:35Z,2026-06-02T21:05:24Z,2026-05-20T23:48:35Z
1468220a-62b4-4d25-8682-9320458b23d4,ext_1468220a,a8f2ab89-cb9b-4de7-a330-5eee1d4c172a,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,67422661-6f3d-43e2-9578-bc52a1fe82c1,free,GDPR data deletion request,todo,,normal,email,bug,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,,,1,False,2026-03-31T20:25:15Z,2026-05-13T18:13:23Z,
285fc050-08db-432c-b4d8-a3fcb9dfc48b,ext_285fc050,f8dbd4e9-cf31-44b7-bfa0-70ebe938519d,c8158521-c7d5-4739-8ccd-a6792209c05b,31ffa620-134b-401a-bcb0-b2174a8b3931,free,GraphQL schema question on tenants,done,replied_to,high,email,feature_request,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,155,1278,17,False,2026-04-26T00:29:53Z,2026-05-20T18:08:04Z,2026-04-26T21:47:53Z
96a46ccc-6d33-40d9-b6c6-e9a05ed643ff,ext_96a46ccc,c4ecd7f3-5428-4175-a702-e165536240f6,1c233e24-18aa-4dad-b06a-b633020b42a1,17bacc50-60e1-437c-8af9-2dd6bde25d24,pro,Webhook signature verification failing,done,,low,email,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,53,1199,14,False,2026-04-12T13:08:42Z,2026-06-03T18:33:13Z,2026-04-13T09:07:42Z
cb0e7da3-dc6e-4ef9-9861-be9bc92d13eb,ext_cb0e7da3,8c9b1ddf-09d9-4218-8741-9e2391298336,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,GDPR data deletion request,done,replied_to,urgent,api,,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,450,1685,10,False,2026-04-14T10:39:33Z,2026-05-14T22:51:18Z,2026-04-15T14:44:33Z
7b0eda33-adc4-40fa-b823-9456c24eb856,ext_7b0eda33,1e80cd33-cddf-47de-9e9c-655240a887ed,eac4924a-7d64-47ad-9cb1-123d399b4d06,5d3a6b80-78bf-4102-bb74-281be4764ac8,pro,Custom fields on customer objects,done,,low,microsoft_teams,general,88ba3860-2f8e-49d2-9892-95082a59ce61,Tom Walker,480,1776,18,False,2026-05-28T14:05:01Z,2026-05-15T09:48:42Z,2026-05-29T19:41:01Z
e76300b2-9de2-4ed0-811a-828c188ede00,ext_e76300b2,95209637-e5a7-48c9-a88c-0621d259afd5,ae72b7a5-681c-4f41-8da1-0053ab63697a,923263b3-a693-4c5d-b281-38cce8da8434,starter,Email routing broken after domain change,done,,low,email,feature_request,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,148,4252,21,False,2026-04-16T08:26:59Z,2026-05-20T11:26:38Z,2026-04-19T07:18:59Z
2e5c39bc-ae9e-4367-8a78-146069729e2a,ext_2e5c39bc,62fa603c-b2e3-40c4-801a-f28f09785c4e,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,cb9e045f-3658-4ddb-b48f-17d53472111c,free,OAuth token expiring too fast,todo,,normal,chat,onboarding,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,,,2,False,2026-03-16T09:55:29Z,2026-05-11T08:40:57Z,
931948f7-182a-4242-b01a-50e9aee0db9c,ext_931948f7,1efa70a3-0c56-414a-b89d-eb1c14de813d,cde2f44d-ce1b-4d35-babc-4110dd9341ac,cd4e87aa-a4f0-4db7-a0ac-91a7190f7156,starter,Priority escalation not triggering,todo,in_progress,normal,chat,security,88ba3860-2f8e-49d2-9892-95082a59ce61,Tom Walker,,,6,False,2026-05-10T15:49:50Z,2026-05-15T21:02:06Z,
2655cfb9-2205-48d0-a2dc-e27f1372a2fa,ext_2655cfb9,ad245d7a-2259-423f-9a9b-269287e8b0f6,ae72b7a5-681c-4f41-8da1-0053ab63697a,923263b3-a693-4c5d-b281-38cce8da8434,starter,Priority escalation not triggering,todo,,high,chat,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,,,2,False,2026-03-30T17:55:34Z,2026-05-21T20:49:07Z,
db40e467-6df9-4d71-8f8c-68064d6ac9c0,ext_db40e467,23d09bbe-6df3-4125-bc07-d416a51fad5c,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,Priority escalation not triggering,done,in_progress,urgent,api,,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,8,2011,5,False,2026-03-19T02:26:47Z,2026-05-10T08:38:06Z,2026-03-20T11:57:47Z
881cdaa2-f7f6-4eb7-8b6d-9336a05be6b4,ext_881cdaa2,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,45159a44-03fb-4a13-8f89-43edb17891c8,starter,Can't add team member to workspace,snoozed,created,normal,email,billing,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,41,,8,False,2026-04-02T03:53:03Z,2026-05-08T21:03:17Z,
4e163336-9bc8-4748-9e46-0309ed6e8517,ext_4e163336,01d030d9-ad75-4909-b3a2-7edb9752dd02,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,Webhook signature verification failing,todo,in_progress,normal,email,onboarding,8581336f-1bcd-4725-8999-003a886ca42f,James O'Brien,,,15,False,2026-03-21T12:57:29Z,2026-05-09T02:14:05Z,
6ea4fd53-ec74-4bc6-b1e9-36a3ac280449,ext_6ea4fd53,38d24e60-26d2-4543-8a8a-4fe5650f1eff,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,API rate limits hitting production,todo,in_progress,normal,email,bug,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,,,22,False,2026-03-18T10:59:41Z,2026-05-16T18:59:25Z,
c7fd050c-df59-4496-af9f-f9e6f49904df,ext_c7fd050c,7c13fbbe-d8c3-45ab-8330-5bedea6fe422,4a402019-377d-44e1-9877-169a6926666d,ccaf7a3f-5231-4dec-8cca-dd7f5a00d9d9,starter,GDPR data deletion request,todo,,normal,email,general,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,,,15,False,2026-04-30T11:49:07Z,2026-06-05T14:13:30Z,
